        4636           2          20
Wed Nov 19 17:50:21 2008
nirspec_citau_glue.dat

Full Nirspec spectrum of citau, different settings combined.
Poor atmosphere is indicated with NaNs.
Wavelength scale corrected for earth motion in direction of science target..
..assuming V_helio of science target is 0.0 km/s. Add V_helio of science...
..target to transform to target rest frame.
 
done

Included data files, index, atm. transm cutoff, scale factor:
citau_coice_oct08.dat 1 0.700000 2.73557
citau_coice+_oct08.dat 1 0.700000 1.06687
citau_cop_oct08.dat 2 0.700000 0.986548
citau_cop+_oct08.dat 2 0.700000 2.76234

     Wavelength     Flux
  4.6543865E+00  1.9826658E+00
  4.6544795E+00  1.9835397E+00
  4.6545725E+00  1.9219701E+00
  4.6546655E+00  1.9442980E+00
  4.6547589E+00  2.0124528E+00
  4.6548519E+00  2.0143664E+00
  4.6549449E+00  1.9743786E+00
  4.6550379E+00  1.9753426E+00
  4.6551313E+00  1.9658434E+00
  4.6552243E+00  1.9576547E+00
  4.6553173E+00  1.9441785E+00
  4.6554103E+00  1.9362283E+00
  4.6555037E+00  1.9054114E+00
  4.6555967E+00  1.8895341E+00
  4.6556897E+00  1.9485724E+00
  4.6557827E+00  1.9673090E+00
  4.6558762E+00  1.9263350E+00
  4.6559691E+00  1.8943206E+00
  4.6560621E+00  1.9771061E+00
  4.6561556E+00  1.9355890E+00
  4.6562486E+00  1.9082178E+00
  4.6563416E+00  1.9163094E+00
  4.6564345E+00  1.8983719E+00
  4.6565280E+00  1.9155697E+00
  4.6566210E+00  1.9088376E+00
  4.6567140E+00  1.8736472E+00
  4.6568074E+00  1.9165785E+00
  4.6569004E+00  1.9127362E+00
  4.6569934E+00  1.8526472E+00
  4.6570868E+00           -NaN
  4.6571798E+00           -NaN
  4.6572728E+00           -NaN
  4.6573663E+00  1.8035353E+00
  4.6574593E+00  1.7683839E+00
  4.6575522E+00  1.8997861E+00
  4.6576457E+00  1.9172705E+00
  4.6577387E+00           -NaN
  4.6578317E+00           -NaN
  4.6579251E+00           -NaN
  4.6580181E+00           -NaN
  4.6581111E+00  1.9012941E+00
  4.6582046E+00  1.8543053E+00
  4.6582975E+00  1.8291723E+00
  4.6583910E+00  1.8097275E+00
  4.6584840E+00  1.7369187E+00
  4.6585770E+00  1.6542168E+00
  4.6586704E+00  1.6859784E+00
  4.6587634E+00  1.7144667E+00
  4.6588569E+00  1.6937401E+00
  4.6589499E+00  1.7294927E+00
  4.6590428E+00  1.7747552E+00
  4.6591363E+00  1.7825155E+00
  4.6592293E+00  1.7345545E+00
  4.6593227E+00  1.7380738E+00
  4.6594157E+00  1.7351825E+00
  4.6595092E+00  1.8137903E+00
  4.6596022E+00  1.8132547E+00
  4.6596951E+00  1.7868271E+00
  4.6597886E+00  1.7740420E+00
  4.6598816E+00  1.8145379E+00
  4.6599751E+00  1.8045015E+00
  4.6600680E+00  1.7850087E+00
  4.6601615E+00  1.7978473E+00
  4.6602545E+00  1.7784253E+00
  4.6603479E+00  1.7980912E+00
  4.6604409E+00  1.7707916E+00
  4.6605344E+00  1.7904917E+00
  4.6606274E+00  1.7743402E+00
  4.6607203E+00  1.7413642E+00
  4.6608138E+00  1.7154381E+00
  4.6609068E+00  1.7188021E+00
  4.6610003E+00  1.7467259E+00
  4.6610932E+00  1.6962944E+00
  4.6611867E+00  1.6541849E+00
  4.6612797E+00           -NaN
  4.6613731E+00           -NaN
  4.6614661E+00           -NaN
  4.6615596E+00  1.5698087E+00
  4.6616526E+00  1.6268225E+00
  4.6617460E+00  1.6703815E+00
  4.6618395E+00  1.6649411E+00
  4.6619325E+00  1.6703702E+00
  4.6620259E+00  1.6235040E+00
  4.6621189E+00  1.6304733E+00
  4.6622124E+00  1.6317891E+00
  4.6623054E+00  1.6258707E+00
  4.6623988E+00  1.6122717E+00
  4.6624918E+00  1.6518807E+00
  4.6625853E+00  1.6827981E+00
  4.6626782E+00  1.6351714E+00
  4.6627717E+00  1.6092914E+00
  4.6628652E+00  1.6702646E+00
  4.6629581E+00  1.6905220E+00
  4.6630516E+00  1.6792212E+00
  4.6631446E+00  1.6695772E+00
  4.6632380E+00  1.6203208E+00
  4.6633315E+00  1.6393647E+00
  4.6634245E+00  1.6701106E+00
  4.6635180E+00  1.6236361E+00
  4.6636109E+00  1.6577111E+00
  4.6637044E+00  1.6249961E+00
  4.6637979E+00  1.6516001E+00
  4.6638908E+00  1.6764371E+00
  4.6639843E+00  1.6764489E+00
  4.6640773E+00  1.6629331E+00
  4.6641707E+00  1.6496739E+00
  4.6642642E+00  1.6618879E+00
  4.6643572E+00  1.6114141E+00
  4.6644506E+00  1.6183344E+00
  4.6645441E+00  1.6690891E+00
  4.6646371E+00  1.6240041E+00
  4.6647305E+00  1.6328579E+00
  4.6648240E+00  1.6156136E+00
  4.6649170E+00  1.5955969E+00
  4.6650105E+00  1.5834868E+00
  4.6651034E+00  1.6345551E+00
  4.6651969E+00  1.6497502E+00
  4.6652904E+00  1.5786620E+00
  4.6653838E+00  1.5538372E+00
  4.6654768E+00  1.6413004E+00
  4.6655703E+00  1.6058359E+00
  4.6656637E+00  1.6240146E+00
  4.6657567E+00  1.6243335E+00
  4.6658502E+00  1.6256305E+00
  4.6659436E+00  1.6196402E+00
  4.6660366E+00  1.6410886E+00
  4.6661301E+00  1.6593342E+00
  4.6662235E+00  1.6425400E+00
  4.6663165E+00  1.6538553E+00
  4.6664100E+00  1.6736867E+00
  4.6665034E+00  1.6755339E+00
  4.6665969E+00  1.6997577E+00
  4.6666899E+00  1.7098248E+00
  4.6667833E+00  1.7355688E+00
  4.6668768E+00  1.7570986E+00
  4.6669703E+00  1.7826704E+00
  4.6670632E+00  1.7272375E+00
  4.6671567E+00  1.7465380E+00
  4.6672502E+00  1.7849011E+00
  4.6673436E+00  1.7683617E+00
  4.6674366E+00  1.7370170E+00
  4.6675301E+00  1.7426598E+00
  4.6676235E+00  1.7895136E+00
  4.6677170E+00  1.7456285E+00
  4.6678100E+00  1.7363985E+00
  4.6679034E+00  1.7026865E+00
  4.6679969E+00  1.7261180E+00
  4.6680903E+00  1.7400442E+00
  4.6681838E+00  1.6944491E+00
  4.6682768E+00  1.7456591E+00
  4.6683702E+00  1.7201810E+00
  4.6684637E+00  1.7096790E+00
  4.6685572E+00  1.6601017E+00
  4.6686506E+00  1.6563464E+00
  4.6687436E+00  1.6797639E+00
  4.6688371E+00  1.6477470E+00
  4.6689305E+00  1.6433114E+00
  4.6690240E+00  1.6444198E+00
  4.6691175E+00  1.5985649E+00
  4.6692109E+00  1.6101933E+00
  4.6693039E+00  1.6216737E+00
  4.6693974E+00  1.6291230E+00
  4.6694908E+00  1.6189936E+00
  4.6695843E+00  1.6702547E+00
  4.6696777E+00  1.7241094E+00
  4.6697712E+00  1.6808368E+00
  4.6698647E+00  1.6445291E+00
  4.6699576E+00  1.6521361E+00
  4.6700511E+00  1.6759868E+00
  4.6701446E+00  1.6264085E+00
  4.6702380E+00  1.6165248E+00
  4.6703315E+00  1.6409527E+00
  4.6704249E+00  1.6771154E+00
  4.6705184E+00  1.6837965E+00
  4.6706119E+00  1.6570936E+00
  4.6707053E+00  1.6933591E+00
  4.6707983E+00  1.7111766E+00
  4.6708918E+00  1.7157648E+00
  4.6709852E+00  1.7662719E+00
  4.6710787E+00  1.8008868E+00
  4.6711721E+00  1.7650825E+00
  4.6712656E+00  1.7710781E+00
  4.6713591E+00  1.8056165E+00
  4.6714525E+00  1.7902608E+00
  4.6715460E+00  1.7627075E+00
  4.6716394E+00  1.7575291E+00
  4.6717329E+00  1.8264652E+00
  4.6718264E+00  1.8274491E+00
  4.6719198E+00  1.8127303E+00
  4.6720133E+00  1.7878565E+00
  4.6721067E+00  1.7837811E+00
  4.6721997E+00  1.8205203E+00
  4.6722932E+00  1.7943403E+00
  4.6723866E+00  1.8083812E+00
  4.6724801E+00  1.8461140E+00
  4.6725736E+00  1.8582401E+00
  4.6726670E+00  1.7901949E+00
  4.6727605E+00  1.8435060E+00
  4.6728539E+00  1.8444184E+00
  4.6729474E+00  1.8565515E+00
  4.6730409E+00  1.8733159E+00
  4.6731343E+00  1.9239664E+00
  4.6732278E+00  1.9333582E+00
  4.6733212E+00  1.9546524E+00
  4.6734147E+00  2.0275261E+00
  4.6735082E+00  2.0229759E+00
  4.6736016E+00  2.0271118E+00
  4.6736951E+00  2.0392261E+00
  4.6737885E+00  2.0217137E+00
  4.6738820E+00  2.0817301E+00
  4.6739755E+00  2.0983393E+00
  4.6740694E+00  2.0770941E+00
  4.6741629E+00  2.0524693E+00
  4.6742563E+00  2.0423896E+00
  4.6743498E+00           -NaN
  4.6744432E+00           -NaN
  4.6745367E+00           -NaN
  4.6746302E+00           -NaN
  4.6747236E+00           -NaN
  4.6748171E+00           -NaN
  4.6749105E+00  1.9562658E+00
  4.6750040E+00  1.9468893E+00
  4.6750975E+00  1.9971359E+00
  4.6751909E+00  1.9852512E+00
  4.6752844E+00  1.9039470E+00
  4.6753783E+00  1.8432875E+00
  4.6754718E+00  1.7993581E+00
  4.6755652E+00  1.8258746E+00
  4.6756587E+00  1.8462934E+00
  4.6757522E+00  1.7905313E+00
  4.6758456E+00  1.7672838E+00
  4.6759391E+00  1.7690190E+00
  4.6760325E+00  1.7293080E+00
  4.6761260E+00  1.6659144E+00
  4.6762199E+00  1.6651834E+00
  4.6763134E+00  1.6845294E+00
  4.6764069E+00  1.7337558E+00
  4.6765003E+00  1.7300385E+00
  4.6765938E+00  1.6848717E+00
  4.6766872E+00  1.6668957E+00
  4.6767807E+00  1.6380893E+00
  4.6768746E+00  1.5967976E+00
  4.6769681E+00  1.6520550E+00
  4.6770616E+00  1.6130915E+00
  4.6771550E+00  1.6215656E+00
  4.6772485E+00  1.6176625E+00
  4.6773419E+00  1.5877815E+00
  4.6774359E+00  1.6553512E+00
  4.6775293E+00  1.6158230E+00
  4.6776228E+00  1.6075294E+00
  4.6777163E+00  1.6092062E+00
  4.6778097E+00  1.6343886E+00
  4.6779037E+00  1.6073271E+00
  4.6779971E+00  1.5954733E+00
  4.6780906E+00  1.5970371E+00
  4.6781840E+00  1.6537961E+00
  4.6782775E+00  1.6355708E+00
  4.6783714E+00  1.6050158E+00
  4.6784649E+00  1.5955415E+00
  4.6785583E+00  1.6636869E+00
  4.6786518E+00  1.6748363E+00
  4.6787457E+00  1.6314213E+00
  4.6788392E+00  1.6389061E+00
  4.6789327E+00  1.6745590E+00
  4.6790261E+00  1.6618967E+00
  4.6791201E+00  1.6440567E+00
  4.6792135E+00           -NaN
  4.6793070E+00           -NaN
  4.6794004E+00           -NaN
  4.6794944E+00  1.5888755E+00
  4.6795878E+00  1.6643213E+00
  4.6796813E+00  1.6216278E+00
  4.6797748E+00  1.5798949E+00
  4.6798687E+00  1.6115000E+00
  4.6799622E+00  1.6325186E+00
  4.6800556E+00  1.6256709E+00
  4.6801496E+00  1.6734201E+00
  4.6802430E+00  1.6646984E+00
  4.6803365E+00  1.6863164E+00
  4.6804304E+00  1.6657221E+00
  4.6805239E+00  1.6393363E+00
  4.6806173E+00  1.6324141E+00
  4.6807108E+00  1.6693478E+00
  4.6808047E+00  1.6923703E+00
  4.6808982E+00  1.7169040E+00
  4.6809916E+00  1.6535105E+00
  4.6810856E+00  1.6949686E+00
  4.6811790E+00  1.7313423E+00
  4.6812725E+00  1.7121245E+00
  4.6813664E+00  1.7232883E+00
  4.6814599E+00  1.7295870E+00
  4.6815538E+00           -NaN
  4.6816473E+00           -NaN
  4.6817408E+00           -NaN
  4.6818347E+00           -NaN
  4.6819282E+00  1.7955106E+00
  4.6820216E+00  1.8196307E+00
  4.6821156E+00  1.8361363E+00
  4.6822090E+00  1.8674948E+00
  4.6823025E+00  1.9265783E+00
  4.6823964E+00  1.9573704E+00
  4.6824899E+00  1.9571100E+00
  4.6825838E+00  2.0274632E+00
  4.6826773E+00  1.9621223E+00
  4.6827707E+00  1.8699996E+00
  4.6828647E+00           -NaN
  4.6829581E+00           -NaN
  4.6830521E+00           -NaN
  4.6831455E+00           -NaN
  4.6832395E+00  1.9874206E+00
  4.6833329E+00  1.9230787E+00
  4.6834264E+00  1.8482288E+00
  4.6835203E+00  1.8454919E+00
  4.6836138E+00  1.8192936E+00
  4.6837077E+00  1.7511863E+00
  4.6838012E+00  1.7575768E+00
  4.6838951E+00  1.7355295E+00
  4.6839886E+00  1.7662086E+00
  4.6840825E+00  1.7331917E+00
  4.6841760E+00  1.6901352E+00
  4.6842694E+00  1.6679168E+00
  4.6843634E+00  1.6426739E+00
  4.6844568E+00  1.6712621E+00
  4.6845508E+00  1.6827644E+00
  4.6846442E+00  1.6387255E+00
  4.6847382E+00  1.6471742E+00
  4.6848316E+00  1.7064811E+00
  4.6849256E+00  1.6731468E+00
  4.6850190E+00  1.6668322E+00
  4.6851130E+00  1.6904107E+00
  4.6852064E+00  1.6655711E+00
  4.6853004E+00  1.6543021E+00
  4.6853938E+00  1.6888477E+00
  4.6854877E+00  1.6525975E+00
  4.6855812E+00  1.6537768E+00
  4.6856751E+00  1.6352586E+00
  4.6857691E+00  1.6032227E+00
  4.6858625E+00  1.6290420E+00
  4.6859565E+00  1.6192179E+00
  4.6860499E+00  1.6152151E+00
  4.6861439E+00  1.6431782E+00
  4.6862373E+00  1.6406111E+00
  4.6863313E+00  1.6577833E+00
  4.6864247E+00  1.6292667E+00
  4.6865187E+00  1.6309195E+00
  4.6866121E+00  1.6270807E+00
  4.6867061E+00  1.6119483E+00
  4.6868000E+00  1.6190572E+00
  4.6868935E+00  1.6434276E+00
  4.6869874E+00  1.6223465E+00
  4.6870809E+00  1.5923158E+00
  4.6871748E+00  1.5902232E+00
  4.6872687E+00  1.5899651E+00
  4.6873622E+00  1.6085656E+00
  4.6874561E+00  1.6327074E+00
  4.6875496E+00  1.6434715E+00
  4.6876435E+00  1.6468753E+00
  4.6877375E+00  1.6583288E+00
  4.6878309E+00  1.6321054E+00
  4.6879249E+00  1.6510260E+00
  4.6880183E+00  1.6112823E+00
  4.6881123E+00  1.6141218E+00
  4.6882062E+00  1.6511397E+00
  4.6882997E+00  1.6927588E+00
  4.6883936E+00  1.6720996E+00
  4.6884875E+00  1.6144313E+00
  4.6885810E+00  1.6143897E+00
  4.6886749E+00  1.6114687E+00
  4.6887689E+00  1.6513596E+00
  4.6888623E+00  1.6603957E+00
  4.6889563E+00  1.6283342E+00
  4.6890502E+00  1.6539580E+00
  4.6891437E+00  1.6450065E+00
  4.6892376E+00  1.6212162E+00
  4.6893315E+00  1.5768747E+00
  4.6894250E+00  1.5741903E+00
  4.6895189E+00  1.5701706E+00
  4.6896129E+00  1.5977812E+00
  4.6897063E+00  1.6089489E+00
  4.6898003E+00  1.5827726E+00
  4.6898942E+00  1.5991813E+00
  4.6899881E+00  1.6086969E+00
  4.6900816E+00  1.6352793E+00
  4.6901755E+00  1.6590079E+00
  4.6902695E+00  1.6694583E+00
  4.6903629E+00  1.7094891E+00
  4.6904569E+00  1.7485346E+00
  4.6905508E+00  1.7975910E+00
  4.6906447E+00  1.8277194E+00
  4.6907382E+00  1.8107156E+00
  4.6908321E+00  1.8737013E+00
  4.6909261E+00  1.9641916E+00
  4.6910200E+00  2.0228834E+00
  4.6911135E+00  2.0279877E+00
  4.6912074E+00  2.0152695E+00
  4.6913013E+00  1.9589840E+00
  4.6913953E+00           -NaN
  4.6914887E+00           -NaN
  4.6915827E+00           -NaN
  4.6916766E+00           -NaN
  4.6917706E+00           -NaN
  4.6918645E+00  1.8992946E+00
  4.6919580E+00  1.8934817E+00
  4.6920519E+00  1.8580800E+00
  4.6921458E+00  1.8112220E+00
  4.6922398E+00  1.7616582E+00
  4.6923337E+00  1.7803862E+00
  4.6924272E+00  1.7478377E+00
  4.6925211E+00  1.7463576E+00
  4.6926150E+00  1.7278055E+00
  4.6927090E+00  1.6982616E+00
  4.6928029E+00  1.6447530E+00
  4.6928964E+00  1.6112431E+00
  4.6929903E+00  1.6485438E+00
  4.6930842E+00  1.6480016E+00
  4.6931782E+00  1.6614866E+00
  4.6932721E+00  1.6177200E+00
  4.6933661E+00  1.6247050E+00
  4.6934595E+00  1.6200514E+00
  4.6935534E+00  1.6624182E+00
  4.6936474E+00  1.6127484E+00
  4.6937413E+00  1.6073676E+00
  4.6938353E+00  1.6259224E+00
  4.6939292E+00  1.5877686E+00
  4.6940231E+00  1.5625522E+00
  4.6941171E+00  1.5921072E+00
  4.6942105E+00  1.5953609E+00
  4.6943045E+00  1.6069463E+00
  4.6943984E+00  1.5573176E+00
  4.6944923E+00  1.5628020E+00
  4.6945863E+00  1.6558583E+00
  4.6946802E+00  1.6789101E+00
  4.6947742E+00  1.6868047E+00
  4.6948681E+00  1.7222595E+00
  4.6949620E+00  1.7153466E+00
  4.6950560E+00  1.6273466E+00
  4.6951499E+00  1.6021678E+00
  4.6952434E+00  1.6295760E+00
  4.6953373E+00  1.6486197E+00
  4.6954312E+00  1.6233884E+00
  4.6955252E+00  1.6282047E+00
  4.6956191E+00  1.6795177E+00
  4.6957130E+00  1.7232966E+00
  4.6958070E+00           -NaN
  4.6959009E+00           -NaN
  4.6959949E+00           -NaN
  4.6960888E+00           -NaN
  4.6961827E+00           -NaN
  4.6962767E+00           -NaN
  4.6963706E+00           -NaN
  4.6964645E+00           -NaN
  4.6965585E+00           -NaN
  4.6966524E+00           -NaN
  4.6967463E+00           -NaN
  4.6968403E+00  1.5911766E+00
  4.6969342E+00  1.5872920E+00
  4.6970282E+00  1.6232418E+00
  4.6971221E+00  1.6364279E+00
  4.6972160E+00  1.6140425E+00
  4.6973100E+00  1.5956155E+00
  4.6974039E+00  1.5904696E+00
  4.6974978E+00  1.6156443E+00
  4.6975918E+00  1.5793338E+00
  4.6976857E+00  1.5601901E+00
  4.6977797E+00  1.6267452E+00
  4.6978736E+00  1.6278181E+00
  4.6979675E+00  1.5861679E+00
  4.6980615E+00  1.5653549E+00
  4.6981554E+00  1.5960519E+00
  4.6982493E+00  1.6321688E+00
  4.6983433E+00  1.6345105E+00
  4.6984372E+00  1.6472180E+00
  4.6985312E+00  1.6711868E+00
  4.6986256E+00  1.6331975E+00
  4.6987195E+00  1.6317573E+00
  4.6988134E+00  1.6744714E+00
  4.6989074E+00  1.7191937E+00
  4.6990013E+00  1.7526791E+00
  4.6990952E+00  1.7482792E+00
  4.6991892E+00  1.7857082E+00
  4.6992831E+00  1.8003320E+00
  4.6993771E+00  1.8410875E+00
  4.6994710E+00  1.9134475E+00
  4.6995649E+00  1.9165169E+00
  4.6996593E+00  1.9450870E+00
  4.6997533E+00  1.9625437E+00
  4.6998472E+00  2.0327461E+00
  4.6999412E+00  2.0276344E+00
  4.7000351E+00           -NaN
  4.7001290E+00           -NaN
  4.7002230E+00           -NaN
  4.7003169E+00           -NaN
  4.7004113E+00           -NaN
  4.7005053E+00           -NaN
  4.7005992E+00  1.9085956E+00
  4.7006931E+00  1.8936696E+00
  4.7007871E+00  1.8138889E+00
  4.7008810E+00  1.7158526E+00
  4.7009754E+00  1.7736090E+00
  4.7010694E+00  1.7692803E+00
  4.7011633E+00  1.7292382E+00
  4.7012572E+00  1.6755229E+00
  4.7013512E+00  1.6457032E+00
  4.7014451E+00  1.6390268E+00
  4.7015395E+00  1.6193732E+00
  4.7016335E+00  1.6250038E+00
  4.7017274E+00  1.6237614E+00
  4.7018213E+00  1.6381789E+00
  4.7019153E+00  1.6188350E+00
  4.7020097E+00  1.6149691E+00
  4.7021036E+00  1.6054575E+00
  4.7021976E+00  1.5912336E+00
  4.7022915E+00  1.6212596E+00
  4.7023859E+00  1.6263682E+00
  4.7024798E+00  1.6382301E+00
  4.7025738E+00  1.6477648E+00
  4.7026677E+00  1.6428710E+00
  4.7027621E+00  1.7037477E+00
  4.7028561E+00  1.6720809E+00
  4.7029500E+00  1.6303228E+00
  4.7030439E+00  1.5822482E+00
  4.7031384E+00  1.5702783E+00
  4.7032323E+00  1.6003267E+00
  4.7033262E+00  1.6422106E+00
  4.7034202E+00  1.6387609E+00
  4.7035146E+00  1.6448088E+00
  4.7036085E+00  1.6709454E+00
  4.7037024E+00  1.6951076E+00
  4.7037964E+00  1.6837475E+00
  4.7038908E+00  1.7102109E+00
  4.7039847E+00  1.7222804E+00
  4.7040787E+00  1.6317273E+00
  4.7041731E+00  1.5965167E+00
  4.7042670E+00  1.5647285E+00
  4.7043610E+00  1.5954202E+00
  4.7044554E+00  1.6230882E+00
  4.7045493E+00  1.6322534E+00
  4.7046432E+00  1.6311296E+00
  4.7047377E+00  1.6730386E+00
  4.7048316E+00  1.6765534E+00
  4.7049255E+00  1.6537138E+00
  4.7050200E+00  1.6437126E+00
  4.7051139E+00  1.6557617E+00
  4.7052078E+00  1.6555185E+00
  4.7053022E+00  1.5893264E+00
  4.7053962E+00  1.5948261E+00
  4.7054901E+00  1.6052983E+00
  4.7055845E+00  1.6131358E+00
  4.7056785E+00  1.6046418E+00
  4.7057724E+00  1.5669404E+00
  4.7058668E+00  1.5832627E+00
  4.7059608E+00  1.6239597E+00
  4.7060552E+00  1.6194561E+00
  4.7061491E+00  1.6204097E+00
  4.7062430E+00  1.6308994E+00
  4.7063375E+00  1.6380376E+00
  4.7064314E+00           -NaN
  4.7065258E+00           -NaN
  4.7066197E+00  1.6288345E+00
  4.7067137E+00  1.6464330E+00
  4.7068081E+00  1.6664995E+00
  4.7069020E+00  1.6973848E+00
  4.7069964E+00  1.6781127E+00
  4.7070904E+00  1.6976278E+00
  4.7071843E+00  1.6502085E+00
  4.7072787E+00  1.6270299E+00
  4.7073727E+00  1.6805109E+00
  4.7074671E+00  1.7379062E+00
  4.7075610E+00  1.7448496E+00
  4.7076554E+00  1.7106041E+00
  4.7077494E+00  1.7017838E+00
  4.7078438E+00           -NaN
  4.7079377E+00           -NaN
  4.7080321E+00           -NaN
  4.7081261E+00           -NaN
  4.7082200E+00  1.9545966E+00
  4.7083144E+00  1.9924650E+00
  4.7084084E+00  1.9652597E+00
  4.7085028E+00  2.0176280E+00
  4.7085967E+00  2.1118107E+00
  4.7086911E+00  2.1468058E+00
  4.7087851E+00  2.1161244E+00
  4.7088795E+00  1.9616014E+00
  4.7089734E+00           -NaN
  4.7090678E+00           -NaN
  4.7091618E+00           -NaN
  4.7092562E+00           -NaN
  4.7093501E+00           -NaN
  4.7094445E+00  1.8911831E+00
  4.7095385E+00  1.8845463E+00
  4.7096329E+00  1.9022117E+00
  4.7097273E+00  1.8602979E+00
  4.7098212E+00  1.8058069E+00
  4.7099156E+00  1.8016566E+00
  4.7100096E+00  1.7219713E+00
  4.7101040E+00  1.6408830E+00
  4.7101979E+00  1.6385453E+00
  4.7102923E+00  1.7250078E+00
  4.7103863E+00  1.7500299E+00
  4.7104807E+00  1.7244182E+00
  4.7105751E+00           -NaN
  4.7106690E+00  1.5852998E+00
  4.7107635E+00  1.5509409E+00
  4.7108574E+00  1.6286321E+00
  4.7109518E+00  1.6435333E+00
  4.7110457E+00  1.6327814E+00
  4.7111402E+00  1.6635164E+00
  4.7112346E+00  1.6630212E+00
  4.7113285E+00  1.6352576E+00
  4.7114229E+00  1.6778661E+00
  4.7115173E+00  1.6437221E+00
  4.7116113E+00  1.6719874E+00
  4.7117057E+00  1.6642554E+00
  4.7117996E+00  1.6351597E+00
  4.7118940E+00  1.6686020E+00
  4.7119884E+00  1.6520125E+00
  4.7120824E+00  1.6586392E+00
  4.7121768E+00  1.6518602E+00
  4.7122712E+00  1.6227841E+00
  4.7123652E+00  1.6197717E+00
  4.7124596E+00  1.6437246E+00
  4.7125535E+00  1.6277679E+00
  4.7126479E+00  1.5728701E+00
  4.7127423E+00  1.6115505E+00
  4.7128363E+00  1.6705705E+00
  4.7129307E+00  1.6794641E+00
  4.7130251E+00  1.6688923E+00
  4.7131195E+00           -NaN
  4.7132134E+00  1.6017871E+00
  4.7133079E+00  1.6012065E+00
  4.7134023E+00  1.6575168E+00
  4.7134962E+00  1.6224022E+00
  4.7135906E+00  1.6445826E+00
  4.7136850E+00  1.6421020E+00
  4.7137790E+00  1.6566014E+00
  4.7138734E+00  1.6080358E+00
  4.7139678E+00  1.5774753E+00
  4.7140622E+00  1.6252184E+00
  4.7141562E+00  1.6102264E+00
  4.7142506E+00  1.5968424E+00
  4.7143450E+00  1.6372799E+00
  4.7144389E+00  1.6508439E+00
  4.7145333E+00           -NaN
  4.7146277E+00           -NaN
  4.7147222E+00  1.6279105E+00
  4.7148161E+00  1.6256155E+00
  4.7149105E+00  1.7018607E+00
  4.7150049E+00  1.6797246E+00
  4.7150993E+00  1.6969262E+00
  4.7151933E+00  1.6740521E+00
  4.7152877E+00  1.6624494E+00
  4.7153821E+00  1.6677734E+00
  4.7154765E+00  1.6478722E+00
  4.7155709E+00  1.6913306E+00
  4.7156649E+00  1.6893817E+00
  4.7157593E+00  1.6468657E+00
  4.7158537E+00  1.6705074E+00
  4.7159481E+00  1.6163088E+00
  4.7160425E+00  1.5753789E+00
  4.7161365E+00  1.6549832E+00
  4.7162309E+00  1.6474094E+00
  4.7163253E+00  1.6626912E+00
  4.7164197E+00  1.6671481E+00
  4.7165141E+00  1.6766450E+00
  4.7166080E+00  1.6776769E+00
  4.7167025E+00  1.6822803E+00
  4.7167969E+00  1.7325006E+00
  4.7168913E+00  1.7393129E+00
  4.7169857E+00  1.7672477E+00
  4.7170801E+00  1.7927957E+00
  4.7171741E+00  1.8418128E+00
  4.7172685E+00  1.9402736E+00
  4.7173629E+00  1.9846150E+00
  4.7174573E+00  2.0166390E+00
  4.7175517E+00  2.0636125E+00
  4.7176461E+00  2.0868990E+00
  4.7177405E+00  2.0393538E+00
