        5503           2          45
Thu Aug 28 19:59:18 2008
nirspec_twhya_glue.dat

Full Nirspec spectrum of twhya, different settings combined.
Poor atmosphere is indicated with NaNs.
Wavelength scale corrected for earth motion in direction of science target..
..assuming V_helio of science target is 0.0 km/s. Add V_helio of science...
..target to transform to target rest frame.
 
HI Pf Beta much brighter in 2002 data compared to 2001 Perhaps variable? Reduce separately

Included data files, index, atm. transm cutoff, scale factor:
twhya_coice_jan01_1.dat 5 0.500000 0.884377
twhya_coice+_jan01_1.dat 5 0.500000 1.06125
twhya_coice_jan01_2.dat 6 0.500000 0.908357
twhya_coice+_jan01_2.dat 6 0.500000 1.04461
twhya_coice_dec02.dat 2 0.600000 1.49593
twhya_coice+_dec02.dat 2 0.500000 1.49593
twhya_cop_dec02.dat 3 0.500000 1.73646
twhya_cop+_dec02.dat 3 0.500000 1.99693
twhya_coice_apr02.dat 4 0.500000 1.40766
twhya_coice_dec04.dat 7 0.500000 0.912302
twhya_coice+_dec04.dat 7 0.300000 0.912302
twhya_cop_dec04.dat 8 0.600000 0.935704
twhya_cop+_dec04.dat 8 0.300000 0.864412
twhya_13coice_dec04.dat 9 0.500000 0.957367
twhya_13coice+_dec04.dat 9 0.350000 1.05310
twhya_coice_apr05.dat 11 0.600000 0.714162
twhya_coice+_apr05.dat 11 0.300000 0.761773
twhya_cop_apr05.dat 12 0.500000 0.817921
twhya_cop+_apr05.dat 12 0.400000 0.899713
twhya_coice_dec05_1.dat 13 0.400000 0.944016
twhya_coice+_dec05_1.dat 13 0.400000 1.08562
twhya_cop_dec05_1.dat 14 0.400000 0.867440
twhya_cop+_dec05_1.dat 14 0.400000 1.08430
twhya_cop_dec05_2.dat 15 0.400000 0.998277
twhya_cop+_dec05_2.dat 15 0.300000 0.998277
twhya_phoenix_1_may06.dat 16 0.500000 1.93057
twhya_phoenix_2_may06.dat 17 0.500000 2.35688
twhya_phoenix_3_may06.dat 18 0.500000 2.99148
twhya_phoenix_4_may06.dat 19 0.500000 3.05276

     Wavelength     Flux
  4.6192336E+00  2.5009918E-01
  4.6193261E+00  2.4412687E-01
  4.6194186E+00  2.3305033E-01
  4.6195111E+00  2.5091156E-01
  4.6196032E+00  2.6088381E-01
  4.6196957E+00  2.5856560E-01
  4.6197882E+00  2.7266699E-01
  4.6198807E+00  2.4628220E-01
  4.6199732E+00  2.4790516E-01
  4.6200652E+00  2.6137653E-01
  4.6201577E+00  2.3810448E-01
  4.6202502E+00  2.2523335E-01
  4.6203427E+00  2.3579928E-01
  4.6204348E+00  2.3003668E-01
  4.6205273E+00  2.3360939E-01
  4.6206198E+00  2.2399873E-01
  4.6207123E+00  2.1302046E-01
  4.6208048E+00  2.3538922E-01
  4.6208968E+00  2.2711359E-01
  4.6209893E+00  2.1513142E-01
  4.6210818E+00  2.0107406E-01
  4.6211743E+00  2.1107906E-01
  4.6212668E+00  2.2915423E-01
  4.6213593E+00  2.6646319E-01
  4.6214514E+00  2.6255283E-01
  4.6215439E+00  2.4291024E-01
  4.6216364E+00  2.2183609E-01
  4.6217289E+00  2.6727152E-01
  4.6218214E+00  2.8711137E-01
  4.6219139E+00  2.4937588E-01
  4.6220059E+00  2.3446026E-01
  4.6220984E+00  2.4933819E-01
  4.6221910E+00  2.7012092E-01
  4.6222835E+00  2.9843879E-01
  4.6223760E+00  2.9047099E-01
  4.6224685E+00  2.6684275E-01
  4.6225610E+00  2.2054622E-01
  4.6226535E+00  2.1861151E-01
  4.6227455E+00  2.7145025E-01
  4.6228380E+00  2.5421888E-01
  4.6229305E+00  2.4808477E-01
  4.6230230E+00  2.3737133E-01
  4.6231155E+00  2.3624782E-01
  4.6232080E+00  2.2180021E-01
  4.6233006E+00  2.3629993E-01
  4.6233931E+00  2.6199573E-01
  4.6234856E+00  2.4330372E-01
  4.6235781E+00  2.4032064E-01
  4.6236706E+00  2.4413382E-01
  4.6237631E+00  2.3453014E-01
  4.6238551E+00  2.6024190E-01
  4.6239476E+00  2.2770384E-01
  4.6240401E+00  2.5862789E-01
  4.6241326E+00  2.5281438E-01
  4.6242251E+00  2.1981931E-01
  4.6243176E+00  2.4159765E-01
  4.6244102E+00  2.7861351E-01
  4.6245027E+00  2.5034365E-01
  4.6245952E+00  2.5772405E-01
  4.6246877E+00  2.4647616E-01
  4.6247802E+00  2.4292320E-01
  4.6248727E+00  2.7675408E-01
  4.6249652E+00  2.7585977E-01
  4.6250577E+00  2.9050687E-01
  4.6251502E+00  2.5438571E-01
  4.6252427E+00  2.6291379E-01
  4.6253352E+00  2.4871688E-01
  4.6254277E+00  2.2852336E-01
  4.6255202E+00  2.7903616E-01
  4.6256127E+00           -NaN
  4.6257052E+00           -NaN
  4.6257977E+00           -NaN
  4.6258903E+00           -NaN
  4.6259828E+00           -NaN
  4.6260753E+00           -NaN
  4.6261678E+00           -NaN
  4.6262603E+00           -NaN
  4.6263528E+00  2.6640269E-01
  4.6264453E+00  2.6146838E-01
  4.6265378E+00  2.7321216E-01
  4.6266303E+00  2.8454864E-01
  4.6267228E+00  2.6780957E-01
  4.6268153E+00  2.4695356E-01
  4.6269078E+00  2.3816806E-01
  4.6270008E+00  2.3197301E-01
  4.6270933E+00  2.5790349E-01
  4.6271858E+00  2.7547854E-01
  4.6272783E+00  2.5000173E-01
  4.6273708E+00  2.0916200E-01
  4.6274633E+00  2.2104236E-01
  4.6275558E+00  2.7510870E-01
  4.6276484E+00  2.6538956E-01
  4.6277409E+00  2.3411576E-01
  4.6278334E+00  2.4845117E-01
  4.6279259E+00  2.9403210E-01
  4.6280189E+00  2.7911890E-01
  4.6281114E+00  2.7690294E-01
  4.6282039E+00  2.5475553E-01
  4.6282964E+00  2.6775679E-01
  4.6283889E+00  2.6168478E-01
  4.6284814E+00  2.4503726E-01
  4.6285739E+00  2.5925657E-01
  4.6286664E+00  2.5485244E-01
  4.6287594E+00  2.6091933E-01
  4.6288519E+00  2.6641613E-01
  4.6289444E+00  2.4787146E-01
  4.6290369E+00  2.5535226E-01
  4.6291294E+00  2.5350690E-01
  4.6292219E+00  2.6383895E-01
  4.6293144E+00  2.5487900E-01
  4.6294074E+00  2.5947925E-01
  4.6294999E+00  2.8417611E-01
  4.6295924E+00  2.6744765E-01
  4.6296849E+00  2.6557344E-01
  4.6297774E+00  2.1857035E-01
  4.6298704E+00  2.0902501E-01
  4.6299629E+00  1.9385928E-01
  4.6300554E+00  2.0673645E-01
  4.6301479E+00  2.0688584E-01
  4.6302404E+00  2.1555699E-01
  4.6303334E+00  2.5719380E-01
  4.6304259E+00  2.2290941E-01
  4.6305184E+00  2.3896970E-01
  4.6306109E+00  2.3414968E-01
  4.6307034E+00  2.3718244E-01
  4.6307964E+00  2.4025203E-01
  4.6308889E+00  2.3590773E-01
  4.6309814E+00  2.5025511E-01
  4.6310740E+00  2.4158189E-01
  4.6311669E+00  2.4404572E-01
  4.6312594E+00  2.2735427E-01
  4.6313519E+00  2.2657050E-01
  4.6314445E+00  2.2646001E-01
  4.6315374E+00  2.3599137E-01
  4.6316299E+00  2.4751440E-01
  4.6317225E+00  2.3892356E-01
  4.6318150E+00  2.4160044E-01
  4.6319079E+00  2.4316362E-01
  4.6320004E+00  2.3843864E-01
  4.6320930E+00  2.6112244E-01
  4.6321855E+00  2.8018320E-01
  4.6322784E+00  2.5899053E-01
  4.6323709E+00  2.3395054E-01
  4.6324635E+00  2.4798217E-01
  4.6325564E+00  2.6499274E-01
  4.6326489E+00  2.5425160E-01
  4.6327415E+00  2.5797021E-01
  4.6328344E+00  2.4226992E-01
  4.6329269E+00  2.5608504E-01
  4.6330194E+00  2.6227173E-01
  4.6331124E+00  2.4289516E-01
  4.6332049E+00  2.3000614E-01
  4.6332974E+00  2.2283763E-01
  4.6333904E+00  1.9385013E-01
  4.6334829E+00           -NaN
  4.6335754E+00           -NaN
  4.6336684E+00           -NaN
  4.6337609E+00           -NaN
  4.6338534E+00  2.5143525E-01
  4.6339464E+00  2.6573506E-01
  4.6340389E+00  2.6101854E-01
  4.6341314E+00  2.4298756E-01
  4.6342244E+00  2.6294398E-01
  4.6343169E+00  2.7532992E-01
  4.6344094E+00  2.3350812E-01
  4.6345024E+00  2.2033630E-01
  4.6345949E+00  2.1359061E-01
  4.6346879E+00  2.4455658E-01
  4.6347804E+00  2.5880745E-01
  4.6348729E+00  2.4993180E-01
  4.6349659E+00  2.4403925E-01
  4.6350584E+00  2.3641583E-01
  4.6351514E+00  2.4897119E-01
  4.6352439E+00  2.2941324E-01
  4.6353364E+00  2.1437277E-01
  4.6354294E+00  2.4013886E-01
  4.6355219E+00  2.5462887E-01
  4.6356149E+00  2.3686676E-01
  4.6357074E+00  2.4995828E-01
  4.6358004E+00  2.6991570E-01
  4.6358929E+00  2.6145187E-01
  4.6359854E+00  2.6448342E-01
  4.6360784E+00  2.6034322E-01
  4.6361709E+00  2.5737840E-01
  4.6362638E+00  2.5303662E-01
  4.6363564E+00  2.5292403E-01
  4.6364493E+00  2.3789935E-01
  4.6365418E+00  2.4463421E-01
  4.6366348E+00  2.5488353E-01
  4.6367273E+00  2.5230515E-01
  4.6368203E+00  2.2931060E-01
  4.6369128E+00  2.0502000E-01
  4.6370058E+00  2.4136052E-01
  4.6370983E+00  2.4003844E-01
  4.6371913E+00  2.6493555E-01
  4.6372838E+00  2.6013631E-01
  4.6373768E+00  2.3630317E-01
  4.6374693E+00  2.4120820E-01
  4.6375623E+00  2.4896351E-01
  4.6376548E+00  2.4289726E-01
  4.6377478E+00  2.4695180E-01
  4.6378403E+00  2.3781686E-01
  4.6379333E+00  1.9547643E-01
  4.6380258E+00  2.2808765E-01
  4.6381187E+00  2.5462458E-01
  4.6382113E+00  2.2626349E-01
  4.6383042E+00  2.3231953E-01
  4.6383967E+00  2.5110030E-01
  4.6384897E+00  2.5735536E-01
  4.6385822E+00  2.4320893E-01
  4.6386752E+00  2.4226914E-01
  4.6387682E+00  2.6352564E-01
  4.6388607E+00  2.5323218E-01
  4.6389537E+00  2.5462389E-01
  4.6390462E+00  2.4483189E-01
  4.6391392E+00  2.1462941E-01
  4.6392317E+00  2.4121055E-01
  4.6393247E+00  2.7289292E-01
  4.6394176E+00  2.6549852E-01
  4.6395102E+00  2.6877627E-01
  4.6396031E+00  2.5479510E-01
  4.6396956E+00  2.5856948E-01
  4.6397886E+00  2.2946031E-01
  4.6398816E+00  2.3351920E-01
  4.6399741E+00  2.3897302E-01
  4.6400671E+00  2.2795178E-01
  4.6401596E+00  2.4035478E-01
  4.6402526E+00  2.4795941E-01
  4.6403456E+00  2.5312722E-01
  4.6404381E+00  2.3461725E-01
  4.6405311E+00  2.5340214E-01
  4.6406240E+00  2.4142861E-01
  4.6407166E+00  2.3581913E-01
  4.6408095E+00  2.4563204E-01
  4.6409025E+00  2.8187814E-01
  4.6409950E+00  2.8270146E-01
  4.6410880E+00  2.7413005E-01
  4.6411805E+00  2.5962460E-01
  4.6412735E+00  2.6305655E-01
  4.6413665E+00  3.2250637E-01
  4.6414595E+00           -NaN
  4.6415520E+00           -NaN
  4.6416450E+00           -NaN
  4.6417379E+00  3.1626979E-01
  4.6418304E+00  2.8822157E-01
  4.6419234E+00  2.7263322E-01
  4.6420164E+00  2.6470077E-01
  4.6421089E+00  2.5853622E-01
  4.6422019E+00  2.6595575E-01
  4.6422949E+00  2.6015502E-01
  4.6423874E+00  2.4229728E-01
  4.6424804E+00  2.5503439E-01
  4.6425734E+00  2.6452997E-01
  4.6426663E+00  2.3260970E-01
  4.6427588E+00  2.3399082E-01
  4.6428518E+00  2.4367301E-01
  4.6429448E+00  2.3022375E-01
  4.6430378E+00  2.1123938E-01
  4.6431303E+00  2.7932665E-01
  4.6432233E+00  2.5480139E-01
  4.6433163E+00  2.3902084E-01
  4.6434093E+00  2.3637672E-01
  4.6435018E+00  2.2910586E-01
  4.6435947E+00  2.1358600E-01
  4.6436877E+00  2.2933957E-01
  4.6437807E+00  2.2363184E-01
  4.6438732E+00  2.3685344E-01
  4.6439662E+00  2.7146122E-01
  4.6440592E+00  2.3861097E-01
  4.6441522E+00  2.5639173E-01
  4.6442451E+00  2.3075484E-01
  4.6443377E+00  2.4022488E-01
  4.6444306E+00  2.1550934E-01
  4.6445236E+00  2.3134270E-01
  4.6446166E+00  2.2781107E-01
  4.6447096E+00  2.0636973E-01
  4.6448021E+00  2.1822245E-01
  4.6448951E+00  2.2434872E-01
  4.6449881E+00  2.4150869E-01
  4.6450810E+00  2.0441701E-01
  4.6451740E+00  2.1777299E-01
  4.6452665E+00  2.2758266E-01
  4.6453595E+00  2.4853201E-01
  4.6454525E+00  2.4381109E-01
  4.6455455E+00  2.5590301E-01
  4.6456385E+00  2.4414772E-01
  4.6457314E+00  2.5290993E-01
  4.6458244E+00  2.9248545E-01
  4.6459169E+00  2.8889433E-01
  4.6460099E+00  2.4928352E-01
  4.6461029E+00  2.6817185E-01
  4.6461959E+00  2.5543594E-01
  4.6462889E+00  2.5429225E-01
  4.6463819E+00  2.3881951E-01
  4.6464748E+00  2.3405328E-01
  4.6465678E+00  2.2531217E-01
  4.6466603E+00  2.4406511E-01
  4.6467533E+00  2.2051984E-01
  4.6468463E+00  2.1818979E-01
  4.6469393E+00  2.7021495E-01
  4.6470323E+00  2.3866816E-01
  4.6471252E+00  2.5403425E-01
  4.6472182E+00  2.8153747E-01
  4.6473112E+00  2.7846026E-01
  4.6474042E+00  2.3578231E-01
  4.6474972E+00  2.5051814E-01
  4.6475902E+00  2.6845917E-01
  4.6476827E+00  2.6642948E-01
  4.6477757E+00  2.5169003E-01
  4.6478686E+00  2.5429139E-01
  4.6479616E+00  2.5039405E-01
  4.6480546E+00  2.4677691E-01
  4.6481476E+00  2.3736727E-01
  4.6482406E+00  2.2481515E-01
  4.6483335E+00  2.2362402E-01
  4.6484265E+00  2.2070082E-01
  4.6485195E+00  2.2832334E-01
  4.6486125E+00  2.4150190E-01
  4.6487055E+00  2.3665868E-01
  4.6487985E+00  2.1348485E-01
  4.6488914E+00  2.3465092E-01
  4.6489844E+00  2.7972239E-01
  4.6490774E+00  2.3796050E-01
  4.6491704E+00  2.7222776E-01
  4.6492634E+00  2.8014168E-01
  4.6493564E+00  2.7017075E-01
  4.6494493E+00  3.3873951E-01
  4.6495423E+00  3.8511851E-01
  4.6496353E+00  3.0768099E-01
  4.6497283E+00  2.8210896E-01
  4.6498213E+00  2.3937716E-01
  4.6499143E+00  2.5500020E-01
  4.6500072E+00  2.5461081E-01
  4.6501002E+00  2.4266392E-01
  4.6501932E+00  2.4904504E-01
  4.6502862E+00  2.7072132E-01
  4.6503792E+00  2.5607899E-01
  4.6504722E+00  2.7386004E-01
  4.6505651E+00  2.6009852E-01
  4.6506581E+00  2.6822078E-01
  4.6507511E+00  2.6245728E-01
  4.6508446E+00  2.6629636E-01
  4.6509376E+00  2.8474027E-01
  4.6510305E+00  2.6740921E-01
  4.6511235E+00  2.8342617E-01
  4.6512165E+00  2.8750542E-01
  4.6513095E+00  2.7978852E-01
  4.6514025E+00  2.9632717E-01
  4.6514955E+00  2.6618838E-01
  4.6515884E+00  3.0237612E-01
  4.6516814E+00  2.9245576E-01
  4.6517744E+00  2.9709870E-01
  4.6518679E+00  3.0293113E-01
  4.6519608E+00  3.1527644E-01
  4.6520538E+00  3.1074879E-01
  4.6521468E+00  3.4938014E-01
  4.6522398E+00  3.3026460E-01
  4.6523328E+00  3.3027795E-01
  4.6524258E+00  3.3695754E-01
  4.6525187E+00  3.6770362E-01
  4.6526122E+00  3.5310912E-01
  4.6527052E+00  3.6767188E-01
  4.6527982E+00  4.0105587E-01
  4.6528912E+00  3.9755258E-01
  4.6529841E+00  4.3371761E-01
  4.6530771E+00  4.5965168E-01
  4.6531701E+00  4.8061356E-01
  4.6532636E+00  5.4693383E-01
  4.6533566E+00  5.9602159E-01
  4.6534495E+00  6.0042417E-01
  4.6535425E+00  6.7866677E-01
  4.6536355E+00  7.0801675E-01
  4.6537290E+00  7.7559268E-01
  4.6538219E+00  8.6284369E-01
  4.6539149E+00  8.5367864E-01
  4.6540079E+00  8.3690625E-01
  4.6541009E+00  8.7589782E-01
  4.6541944E+00  8.4275162E-01
  4.6542873E+00  8.1673080E-01
  4.6543803E+00  7.4808764E-01
  4.6544733E+00  6.9401616E-01
  4.6545663E+00  5.8600944E-01
  4.6546597E+00  5.6941235E-01
  4.6547527E+00  5.2361459E-01
  4.6548457E+00  5.0630337E-01
  4.6549387E+00  4.8816800E-01
  4.6550322E+00  4.6154761E-01
  4.6551251E+00  4.1400412E-01
  4.6552181E+00  4.1936731E-01
  4.6553111E+00  4.0439767E-01
  4.6554046E+00  3.7962002E-01
  4.6554976E+00  3.6365759E-01
  4.6555905E+00  3.1679133E-01
  4.6556835E+00  3.3174852E-01
  4.6557770E+00  3.2235914E-01
  4.6558700E+00  3.0199581E-01
  4.6559629E+00  3.2730058E-01
  4.6560564E+00  3.1850323E-01
  4.6561494E+00  3.2377943E-01
  4.6562424E+00  3.0131736E-01
  4.6563354E+00  3.0343759E-01
  4.6564288E+00  2.8262252E-01
  4.6565218E+00  3.0724773E-01
  4.6566148E+00  3.0446982E-01
  4.6567082E+00  3.1817889E-01
  4.6568012E+00  2.8116724E-01
  4.6568942E+00  2.7139163E-01
  4.6569877E+00  2.4294333E-01
  4.6570807E+00  2.2126059E-01
  4.6571736E+00  2.1563268E-01
  4.6572671E+00  2.6434115E-01
  4.6573601E+00  2.6701587E-01
  4.6574531E+00  2.8412637E-01
  4.6575465E+00  2.5164965E-01
  4.6576395E+00  3.2255113E-01
  4.6577325E+00  3.5196468E-01
  4.6578259E+00  2.6916370E-01
  4.6579189E+00  2.5257823E-01
  4.6580119E+00  2.6330280E-01
  4.6581054E+00  2.6789668E-01
  4.6581984E+00  2.5094143E-01
  4.6582918E+00  2.6442155E-01
  4.6583848E+00  2.5475439E-01
  4.6584778E+00  2.3951130E-01
  4.6585712E+00  2.2129367E-01
  4.6586642E+00  2.3451495E-01
  4.6587572E+00  2.5645640E-01
  4.6588507E+00  2.6197523E-01
  4.6589437E+00  2.6588455E-01
  4.6590371E+00  2.6550138E-01
  4.6591301E+00  2.6321858E-01
  4.6592236E+00  2.5731438E-01
  4.6593165E+00  2.5715548E-01
  4.6594095E+00  2.7518803E-01
  4.6595030E+00  2.5818175E-01
  4.6595960E+00  2.5661811E-01
  4.6596894E+00  2.5898787E-01
  4.6597824E+00  2.4382561E-01
  4.6598759E+00  2.2726804E-01
  4.6599689E+00  2.5378162E-01
  4.6600618E+00  2.4925436E-01
  4.6601553E+00  2.7626798E-01
  4.6602483E+00  2.5136712E-01
  4.6603417E+00  2.6016393E-01
  4.6604347E+00  2.2817488E-01
  4.6605282E+00  2.2337346E-01
  4.6606212E+00  2.4707603E-01
  4.6607146E+00  2.5035453E-01
  4.6608076E+00  2.5864118E-01
  4.6609011E+00  2.6450482E-01
  4.6609941E+00  2.4588887E-01
  4.6610875E+00  2.4356018E-01
  4.6611805E+00  2.3744242E-01
  4.6612740E+00  2.4971214E-01
  4.6613669E+00  2.4173594E-01
  4.6614604E+00  2.3068851E-01
  4.6615534E+00  2.6804751E-01
  4.6616468E+00  2.2917242E-01
  4.6617398E+00  2.6387861E-01
  4.6618333E+00  2.6494902E-01
  4.6619263E+00  2.6743791E-01
  4.6620197E+00  2.7012107E-01
  4.6621127E+00  2.7562177E-01
  4.6622062E+00  2.8347912E-01
  4.6622996E+00  2.7399498E-01
  4.6623926E+00  2.6047373E-01
  4.6624861E+00  2.7602661E-01
  4.6625791E+00  2.6335716E-01
  4.6626725E+00  2.7709103E-01
  4.6627655E+00  2.7224872E-01
  4.6628590E+00  2.6185316E-01
  4.6629519E+00  2.7264309E-01
  4.6630454E+00  2.7306798E-01
  4.6631389E+00  2.5482711E-01
  4.6632318E+00  2.4590322E-01
  4.6633253E+00  2.6136908E-01
  4.6634183E+00  2.5961524E-01
  4.6635118E+00  2.5912067E-01
  4.6636052E+00  2.5464883E-01
  4.6636982E+00  2.4762677E-01
  4.6637917E+00  2.6180080E-01
  4.6638846E+00  2.6062420E-01
  4.6639781E+00  2.5447103E-01
  4.6640716E+00  2.5421339E-01
  4.6641645E+00  2.6728889E-01
  4.6642580E+00  2.7375281E-01
  4.6643515E+00  2.7562809E-01
  4.6644444E+00  2.6907974E-01
  4.6645379E+00  2.5445175E-01
  4.6646309E+00  2.5643545E-01
  4.6647243E+00  2.5980696E-01
  4.6648178E+00  2.6068300E-01
  4.6649108E+00  2.7066922E-01
  4.6650043E+00  2.6095548E-01
  4.6650977E+00  2.5039279E-01
  4.6651907E+00  2.6206130E-01
  4.6652842E+00  2.7548939E-01
  4.6653776E+00  2.8635073E-01
  4.6654706E+00  2.7561212E-01
  4.6655641E+00  2.6274759E-01
  4.6656575E+00  2.6438028E-01
  4.6657510E+00  2.7025723E-01
  4.6658440E+00  2.8566813E-01
  4.6659374E+00  2.8534564E-01
  4.6660309E+00  2.6450941E-01
  4.6661239E+00  2.7669945E-01
  4.6662173E+00  2.6777804E-01
  4.6663108E+00  2.6289779E-01
  4.6664038E+00  2.5536576E-01
  4.6664972E+00  2.5268048E-01
  4.6665907E+00  2.6219076E-01
  4.6666842E+00  2.4617580E-01
  4.6667771E+00  2.5544500E-01
  4.6668706E+00  2.4047868E-01
  4.6669641E+00  2.4677451E-01
  4.6670575E+00  2.5202197E-01
  4.6671505E+00  2.5603595E-01
  4.6672440E+00  2.5632808E-01
  4.6673374E+00  2.5481254E-01
  4.6674309E+00  2.6491836E-01
  4.6675239E+00  2.5498134E-01
  4.6676173E+00  2.5251061E-01
  4.6677108E+00  2.6187235E-01
  4.6678042E+00  2.5420907E-01
  4.6678977E+00  2.3960899E-01
  4.6679907E+00  2.5292593E-01
  4.6680841E+00  2.7162006E-01
  4.6681776E+00  2.6439297E-01
  4.6682711E+00  2.5815517E-01
  4.6683640E+00  2.5977111E-01
  4.6684575E+00  2.6630050E-01
  4.6685510E+00  2.5730112E-01
  4.6686444E+00  2.4385360E-01
  4.6687379E+00  2.3086405E-01
  4.6688313E+00  2.4407558E-01
  4.6689243E+00  2.5060880E-01
  4.6690178E+00  2.6184976E-01
  4.6691113E+00  2.8366518E-01
  4.6692047E+00  2.7860957E-01
  4.6692982E+00  2.7402225E-01
  4.6693916E+00  2.7496177E-01
  4.6694846E+00  2.6358131E-01
  4.6695781E+00  2.6388571E-01
  4.6696715E+00  2.6215509E-01
  4.6697650E+00  2.7369577E-01
  4.6698585E+00  2.7285922E-01
  4.6699519E+00  2.5201285E-01
  4.6700454E+00  2.6603067E-01
  4.6701384E+00  2.6912799E-01
  4.6702318E+00  2.7079219E-01
  4.6703253E+00  2.7299601E-01
  4.6704187E+00  2.7700368E-01
  4.6705122E+00  2.7184948E-01
  4.6706057E+00  2.6955819E-01
  4.6706991E+00  2.5184157E-01
  4.6707926E+00  2.5513926E-01
  4.6708860E+00  2.7269277E-01
  4.6709795E+00  2.8116968E-01
  4.6710725E+00  2.9136035E-01
  4.6711659E+00  2.8400287E-01
  4.6712594E+00  2.9209521E-01
  4.6713529E+00  2.8009179E-01
  4.6714463E+00  2.9765552E-01
  4.6715398E+00  2.8914663E-01
  4.6716332E+00  2.9571301E-01
  4.6717267E+00  2.9598013E-01
  4.6718202E+00  2.9222426E-01
  4.6719136E+00  2.9140550E-01
  4.6720071E+00  2.9225481E-01
  4.6721005E+00  3.0487058E-01
  4.6721940E+00  3.4162599E-01
  4.6722875E+00  3.7458146E-01
  4.6723809E+00  3.4172273E-01
  4.6724744E+00  3.5394675E-01
  4.6725678E+00  3.7584907E-01
  4.6726613E+00  3.4779632E-01
  4.6727548E+00  3.2972741E-01
  4.6728482E+00  3.2466769E-01
