        4636           2          20
Tue Oct 25 03:42:55 2005
nirspec_rno90_glue.dat

Full Nirspec spectrum of rno90, different settings combined.
Poor atmosphere is indicated with NaNs.
Wavelength scale corrected for earth motion in direction of science target..
..assuming V_helio of science target is 0.0 km/s. Add V_helio of science...
..target to transform to target rest frame.
 
done. nice data

Included data files, index, atm. transm cutoff, scale factor:
rno90_coice_jul02.dat 1 0.600000 1.05775
rno90_coice+_jul02.dat 1 0.650000 1.01544
rno90_cop_jul02.dat 2 0.550000 0.931823
rno90_cop+_jul02.dat 2 0.600000 0.872345

     Wavelength     Flux
  4.6520424E+00  3.4881535E+00
  4.6521354E+00  3.4801750E+00
  4.6522284E+00  3.5075264E+00
  4.6523213E+00  3.5266638E+00
  4.6524143E+00  3.5546312E+00
  4.6525073E+00  3.5584967E+00
  4.6526003E+00  3.5355444E+00
  4.6526933E+00  3.5300312E+00
  4.6527867E+00  3.5115321E+00
  4.6528797E+00  3.4944062E+00
  4.6529727E+00  3.4815488E+00
  4.6530657E+00  3.4646666E+00
  4.6531587E+00  3.4458117E+00
  4.6532516E+00  3.4375532E+00
  4.6533451E+00  3.4756107E+00
  4.6534381E+00  3.4602582E+00
  4.6535311E+00  3.4249132E+00
  4.6536241E+00  3.4272540E+00
  4.6537170E+00  3.4166291E+00
  4.6538105E+00  3.3531520E+00
  4.6539035E+00  3.3611181E+00
  4.6539965E+00  3.3598800E+00
  4.6540895E+00  3.3263721E+00
  4.6541824E+00  3.3148260E+00
  4.6542759E+00  3.2960980E+00
  4.6543689E+00  3.2932172E+00
  4.6544619E+00  3.2779377E+00
  4.6545548E+00  3.2727995E+00
  4.6546478E+00  3.2460587E+00
  4.6547413E+00  3.2110813E+00
  4.6548343E+00  3.1765044E+00
  4.6549273E+00  3.1981182E+00
  4.6550202E+00  3.1600385E+00
  4.6551137E+00  3.1267052E+00
  4.6552067E+00  3.1057794E+00
  4.6552997E+00  3.0767930E+00
  4.6553926E+00  3.0566955E+00
  4.6554861E+00  3.0259950E+00
  4.6555791E+00  2.9887927E+00
  4.6556721E+00  2.9683657E+00
  4.6557651E+00  2.9842610E+00
  4.6558585E+00  2.9979017E+00
  4.6559515E+00  2.9655588E+00
  4.6560445E+00  2.9591281E+00
  4.6561379E+00  3.1052608E+00
  4.6562309E+00  3.0329866E+00
  4.6563239E+00           -NaN
  4.6564169E+00           -NaN
  4.6565104E+00           -NaN
  4.6566033E+00           -NaN
  4.6566963E+00  3.2505558E+00
  4.6567898E+00  3.3897517E+00
  4.6568828E+00  3.5745850E+00
  4.6569757E+00  3.6058261E+00
  4.6570692E+00           -NaN
  4.6571622E+00           -NaN
  4.6572552E+00           -NaN
  4.6573486E+00  3.0741961E+00
  4.6574416E+00  3.2083926E+00
  4.6575346E+00  3.3075132E+00
  4.6576281E+00  3.2231967E+00
  4.6577210E+00  3.1457605E+00
  4.6578140E+00  3.1000175E+00
  4.6579075E+00  3.0019441E+00
  4.6580005E+00  2.8915322E+00
  4.6580939E+00  2.8395376E+00
  4.6581869E+00  2.8423378E+00
  4.6582799E+00  2.8602784E+00
  4.6583734E+00  2.8308380E+00
  4.6584663E+00  2.8622377E+00
  4.6585593E+00  2.8630831E+00
  4.6586528E+00  2.8646150E+00
  4.6587458E+00  2.8790200E+00
  4.6588392E+00  2.8543687E+00
  4.6589322E+00  2.8602524E+00
  4.6590252E+00  2.9220946E+00
  4.6591187E+00  2.8909380E+00
  4.6592116E+00  2.9032667E+00
  4.6593051E+00  2.9378042E+00
  4.6593981E+00  2.9739029E+00
  4.6594915E+00  2.9872799E+00
  4.6595845E+00  2.9717216E+00
  4.6596775E+00  2.9366684E+00
  4.6597710E+00  2.9190822E+00
  4.6598639E+00  2.8495045E+00
  4.6599574E+00  2.7893915E+00
  4.6600504E+00  2.8128521E+00
  4.6601439E+00  2.7797501E+00
  4.6602368E+00  2.7166407E+00
  4.6603303E+00  2.7239282E+00
  4.6604233E+00           -NaN
  4.6605167E+00           -NaN
  4.6606097E+00           -NaN
  4.6607027E+00           -NaN
  4.6607962E+00           -NaN
  4.6608891E+00  2.5897200E+00
  4.6609826E+00  2.5998998E+00
  4.6610756E+00  2.6626124E+00
  4.6611691E+00  2.6811900E+00
  4.6612620E+00  2.6455538E+00
  4.6613555E+00  2.6529381E+00
  4.6614485E+00  2.6318321E+00
  4.6615419E+00  2.6307428E+00
  4.6616354E+00  2.6179338E+00
  4.6617284E+00  2.6084657E+00
  4.6618218E+00  2.6284249E+00
  4.6619148E+00  2.6210778E+00
  4.6620083E+00  2.5959542E+00
  4.6621013E+00  2.5737929E+00
  4.6621947E+00  2.6088688E+00
  4.6622877E+00  2.6484647E+00
  4.6623812E+00  2.6219225E+00
  4.6624742E+00  2.6176951E+00
  4.6625676E+00  2.6102180E+00
  4.6626606E+00  2.6382546E+00
  4.6627541E+00  2.6233900E+00
  4.6628475E+00  2.6073132E+00
  4.6629405E+00  2.6052520E+00
  4.6630340E+00  2.6392562E+00
  4.6631269E+00  2.6346784E+00
  4.6632204E+00  2.6263480E+00
  4.6633139E+00  2.6310861E+00
  4.6634068E+00  2.6407597E+00
  4.6635003E+00  2.6532485E+00
  4.6635933E+00  2.6510468E+00
  4.6636868E+00  2.6976242E+00
  4.6637802E+00  2.6719310E+00
  4.6638732E+00  2.6282818E+00
  4.6639667E+00  2.6365294E+00
  4.6640596E+00  2.6498697E+00
  4.6641531E+00  2.6732187E+00
  4.6642466E+00  2.6726007E+00
  4.6643395E+00  2.6155610E+00
  4.6644330E+00  2.6101089E+00
  4.6645265E+00  2.6171415E+00
  4.6646194E+00  2.6047511E+00
  4.6647129E+00  2.5805511E+00
  4.6648059E+00  2.5923102E+00
  4.6648993E+00  2.5996778E+00
  4.6649928E+00  2.6185210E+00
  4.6650858E+00  2.6518657E+00
  4.6651793E+00  2.6388326E+00
  4.6652727E+00  2.6457291E+00
  4.6653657E+00  2.6591041E+00
  4.6654592E+00  2.6578274E+00
  4.6655526E+00  2.6485763E+00
  4.6656461E+00  2.6619585E+00
  4.6657391E+00  2.6475980E+00
  4.6658325E+00  2.6741879E+00
  4.6659260E+00  2.6734447E+00
  4.6660190E+00  2.6867933E+00
  4.6661124E+00  2.7010460E+00
  4.6662059E+00  2.7463977E+00
  4.6662989E+00  2.7746506E+00
  4.6663923E+00  2.7849436E+00
  4.6664858E+00  2.7370393E+00
  4.6665792E+00  2.7396967E+00
  4.6666722E+00  2.7764058E+00
  4.6667657E+00  2.8129604E+00
  4.6668591E+00  2.8273649E+00
  4.6669526E+00  2.8392191E+00
  4.6670456E+00  2.8699343E+00
  4.6671391E+00  2.8698814E+00
  4.6672325E+00  2.8602793E+00
  4.6673260E+00  2.8389158E+00
  4.6674190E+00  2.8051536E+00
  4.6675124E+00  2.7746387E+00
  4.6676059E+00  2.7705660E+00
  4.6676993E+00  2.7617853E+00
  4.6677923E+00  2.7414169E+00
  4.6678858E+00  2.7197912E+00
  4.6679792E+00  2.7327738E+00
  4.6680727E+00  2.7338755E+00
  4.6681662E+00  2.7310305E+00
  4.6682591E+00  2.7083545E+00
  4.6683526E+00  2.6613557E+00
  4.6684461E+00  2.6406486E+00
  4.6685395E+00  2.6721616E+00
  4.6686330E+00  2.6924570E+00
  4.6687260E+00  2.7024095E+00
  4.6688194E+00  2.7018058E+00
  4.6689129E+00  2.7189584E+00
  4.6690063E+00  2.7373490E+00
  4.6690998E+00  2.7475162E+00
  4.6691933E+00  2.7617292E+00
  4.6692863E+00  2.7610483E+00
  4.6693797E+00  2.7486069E+00
  4.6694732E+00  2.7608740E+00
  4.6695666E+00  2.7657342E+00
  4.6696601E+00  2.7717166E+00
  4.6697536E+00  2.7774072E+00
  4.6698470E+00  2.7914250E+00
  4.6699400E+00  2.8104305E+00
  4.6700335E+00  2.8497615E+00
  4.6701269E+00  2.8631885E+00
  4.6702204E+00  2.8916593E+00
  4.6703138E+00  2.8872879E+00
  4.6704073E+00  2.9158511E+00
  4.6705008E+00  2.9454172E+00
  4.6705942E+00  2.9465876E+00
  4.6706872E+00  2.9660234E+00
  4.6707807E+00  2.9857683E+00
  4.6708741E+00  2.9679017E+00
  4.6709676E+00  2.9674516E+00
  4.6710610E+00  2.9827921E+00
  4.6711545E+00  2.9683809E+00
  4.6712480E+00  2.9837835E+00
  4.6713414E+00  2.9711964E+00
  4.6714349E+00  2.9399083E+00
  4.6715283E+00  2.9426713E+00
  4.6716218E+00  2.9681213E+00
  4.6717153E+00  2.9547689E+00
  4.6718087E+00  2.9301717E+00
  4.6719022E+00  2.9138849E+00
  4.6719952E+00  2.9225049E+00
  4.6720886E+00  2.9534245E+00
  4.6721821E+00  2.9650168E+00
  4.6722755E+00  2.9504509E+00
  4.6723690E+00  2.9275839E+00
  4.6724625E+00  2.9366071E+00
  4.6725559E+00  2.9437227E+00
  4.6726494E+00  2.9775941E+00
  4.6727428E+00  2.9892552E+00
  4.6728363E+00  2.9967391E+00
  4.6729298E+00  3.0321288E+00
  4.6730232E+00  3.0353165E+00
  4.6731167E+00  3.0633311E+00
  4.6732101E+00  3.0899599E+00
  4.6733036E+00  3.1287501E+00
  4.6733971E+00  3.2223508E+00
  4.6734905E+00  3.3349216E+00
  4.6735840E+00  3.3913932E+00
  4.6736774E+00           -NaN
  4.6737709E+00           -NaN
  4.6738644E+00           -NaN
  4.6739578E+00           -NaN
  4.6740513E+00           -NaN
  4.6741447E+00           -NaN
  4.6742387E+00           -NaN
  4.6743321E+00  3.2048421E+00
  4.6744256E+00  3.1744473E+00
  4.6745191E+00  3.0952466E+00
  4.6746125E+00  3.0388157E+00
  4.6747060E+00  3.0183680E+00
  4.6747994E+00  2.9744382E+00
  4.6748929E+00  2.9462836E+00
  4.6749864E+00  2.8967218E+00
  4.6750798E+00  2.8679221E+00
  4.6751733E+00  2.8247991E+00
  4.6752667E+00  2.7855625E+00
  4.6753602E+00  2.7664111E+00
  4.6754541E+00  2.7331023E+00
  4.6755476E+00  2.7224126E+00
  4.6756411E+00  2.7123921E+00
  4.6757345E+00  2.7019119E+00
  4.6758280E+00  2.6542590E+00
  4.6759214E+00  2.6141369E+00
  4.6760149E+00  2.6184142E+00
  4.6761084E+00  2.6237197E+00
  4.6762018E+00  2.6218736E+00
  4.6762958E+00  2.5972543E+00
  4.6763892E+00  2.5865338E+00
  4.6764827E+00           -NaN
  4.6765761E+00           -NaN
  4.6766696E+00  2.5344024E+00
  4.6767631E+00  2.5558381E+00
  4.6768565E+00  2.5902779E+00
  4.6769505E+00  2.5946724E+00
  4.6770439E+00  2.6014907E+00
  4.6771374E+00  2.5816348E+00
  4.6772308E+00  2.5801094E+00
  4.6773243E+00  2.5792847E+00
  4.6774178E+00  2.5731084E+00
  4.6775117E+00  2.5961630E+00
  4.6776052E+00  2.6060162E+00
  4.6776986E+00  2.6214283E+00
  4.6777921E+00  2.6314619E+00
  4.6778855E+00  2.6158457E+00
  4.6779795E+00  2.6067538E+00
  4.6780729E+00  2.6063802E+00
  4.6781664E+00  2.5949082E+00
  4.6782598E+00  2.5914903E+00
  4.6783538E+00  2.6143253E+00
  4.6784472E+00           -NaN
  4.6785407E+00           -NaN
  4.6786342E+00           -NaN
  4.6787276E+00           -NaN
  4.6788216E+00           -NaN
  4.6789150E+00  2.5913351E+00
  4.6790085E+00  2.5781927E+00
  4.6791019E+00  2.5790718E+00
  4.6791959E+00  2.5829401E+00
  4.6792893E+00  2.5760014E+00
  4.6793828E+00  2.5567422E+00
  4.6794763E+00  2.5354457E+00
  4.6795702E+00  2.5547059E+00
  4.6796637E+00  2.5906737E+00
  4.6797571E+00  2.5771811E+00
  4.6798511E+00  2.5427458E+00
  4.6799445E+00  2.5615017E+00
  4.6800380E+00  2.5884740E+00
  4.6801314E+00  2.6027453E+00
  4.6802254E+00  2.6057830E+00
  4.6803188E+00  2.5985479E+00
  4.6804123E+00  2.5861509E+00
  4.6805062E+00  2.5833099E+00
  4.6805997E+00  2.5737214E+00
  4.6806931E+00  2.5449035E+00
  4.6807871E+00           -NaN
  4.6808805E+00           -NaN
  4.6809740E+00           -NaN
  4.6810679E+00           -NaN
  4.6811614E+00           -NaN
  4.6812549E+00           -NaN
  4.6813488E+00  2.7172251E+00
  4.6814423E+00  2.7690384E+00
  4.6815357E+00  2.7957613E+00
  4.6816297E+00  2.8260059E+00
  4.6817231E+00  2.8691740E+00
  4.6818166E+00  2.9740028E+00
  4.6819105E+00  3.1086011E+00
  4.6820040E+00  3.2971017E+00
  4.6820979E+00  3.3959024E+00
  4.6821914E+00           -NaN
  4.6822848E+00           -NaN
  4.6823788E+00           -NaN
  4.6824722E+00  3.0362360E+00
  4.6825662E+00  3.1638439E+00
  4.6826596E+00  3.2805099E+00
  4.6827531E+00  3.2547293E+00
  4.6828470E+00  3.1988261E+00
  4.6829405E+00  3.0889730E+00
  4.6830344E+00  2.9414046E+00
  4.6831279E+00  2.8339806E+00
  4.6832213E+00  2.7556534E+00
  4.6833153E+00  2.7075734E+00
  4.6834087E+00  2.6632249E+00
  4.6835027E+00  2.6546800E+00
  4.6835961E+00  2.6404998E+00
  4.6836901E+00  2.6149912E+00
  4.6837835E+00  2.6065106E+00
  4.6838770E+00  2.6004400E+00
  4.6839709E+00  2.6093464E+00
  4.6840644E+00  2.5991437E+00
  4.6841583E+00  2.5732868E+00
  4.6842518E+00  2.5582600E+00
  4.6843457E+00  2.5789089E+00
  4.6844392E+00  2.5953443E+00
  4.6845331E+00  2.5857756E+00
  4.6846266E+00  2.5966537E+00
  4.6847205E+00  2.6262469E+00
  4.6848140E+00  2.6294417E+00
  4.6849079E+00  2.6193182E+00
  4.6850014E+00  2.6047575E+00
  4.6850953E+00  2.5786672E+00
  4.6851888E+00  2.5690348E+00
  4.6852827E+00  2.5301342E+00
  4.6853762E+00  2.5157409E+00
  4.6854701E+00  2.5410290E+00
  4.6855636E+00  2.5374200E+00
  4.6856575E+00  2.5679555E+00
  4.6857510E+00  2.5512779E+00
  4.6858449E+00  2.5193021E+00
  4.6859384E+00  2.4912267E+00
  4.6860323E+00  2.5052214E+00
  4.6861262E+00  2.5245512E+00
  4.6862197E+00  2.5231259E+00
  4.6863136E+00  2.5203962E+00
  4.6864071E+00  2.5317602E+00
  4.6865010E+00  2.5406818E+00
  4.6865945E+00  2.5469625E+00
  4.6866884E+00  2.5283360E+00
  4.6867819E+00  2.5284426E+00
  4.6868758E+00  2.5336351E+00
  4.6869698E+00  2.5458958E+00
  4.6870632E+00  2.5353076E+00
  4.6871572E+00  2.5303884E+00
  4.6872506E+00  2.5397508E+00
  4.6873446E+00  2.5299242E+00
  4.6874385E+00  2.5422723E+00
  4.6875319E+00  2.5478880E+00
  4.6876259E+00  2.5510802E+00
  4.6877193E+00  2.5841599E+00
  4.6878133E+00  2.5820768E+00
  4.6879072E+00  2.5727262E+00
  4.6880007E+00  2.5965977E+00
  4.6880946E+00  2.5736928E+00
  4.6881886E+00  2.5322878E+00
  4.6882820E+00  2.5330768E+00
  4.6883759E+00  2.5215228E+00
  4.6884694E+00  2.4931383E+00
  4.6885633E+00  2.5095279E+00
  4.6886573E+00  2.5235362E+00
  4.6887507E+00  2.5329998E+00
  4.6888447E+00  2.5540593E+00
  4.6889386E+00  2.5737345E+00
  4.6890321E+00  2.5442688E+00
  4.6891260E+00  2.5325577E+00
  4.6892200E+00  2.5364759E+00
  4.6893134E+00  2.5260909E+00
  4.6894073E+00  2.5400307E+00
  4.6895013E+00  2.5789406E+00
  4.6895947E+00  2.5999413E+00
  4.6896887E+00  2.6250918E+00
  4.6897826E+00  2.6809087E+00
  4.6898766E+00  2.7177134E+00
  4.6899700E+00  2.7335355E+00
  4.6900640E+00  2.7479715E+00
  4.6901579E+00  2.7904608E+00
  4.6902514E+00  2.8550599E+00
  4.6903453E+00  2.9373419E+00
  4.6904392E+00  3.0919621E+00
  4.6905332E+00  3.2643166E+00
  4.6906266E+00  3.4637878E+00
  4.6907206E+00           -NaN
  4.6908145E+00           -NaN
  4.6909084E+00           -NaN
  4.6910019E+00           -NaN
  4.6910958E+00  3.2966003E+00
  4.6911898E+00  3.2996607E+00
  4.6912837E+00  3.2685385E+00
  4.6913772E+00  3.2105467E+00
  4.6914711E+00  3.1496103E+00
  4.6915650E+00  3.0311246E+00
  4.6916590E+00  2.8856061E+00
  4.6917524E+00  2.7650723E+00
  4.6918464E+00  2.7142341E+00
  4.6919403E+00  2.6848831E+00
  4.6920342E+00  2.6841056E+00
  4.6921282E+00  2.6589296E+00
  4.6922216E+00  2.6686010E+00
  4.6923156E+00  2.6466012E+00
  4.6924095E+00  2.6482048E+00
  4.6925035E+00  2.6048696E+00
  4.6925974E+00  2.5995624E+00
  4.6926913E+00  2.6026473E+00
  4.6927848E+00  2.5708590E+00
  4.6928787E+00  2.5629997E+00
  4.6929727E+00  2.5372250E+00
  4.6930666E+00  2.5149705E+00
  4.6931605E+00  2.5204406E+00
  4.6932545E+00  2.5088224E+00
  4.6933479E+00  2.4903162E+00
  4.6934419E+00  2.5220158E+00
  4.6935358E+00  2.5172143E+00
  4.6936297E+00  2.5376523E+00
  4.6937237E+00  2.5299087E+00
  4.6938176E+00  2.5315287E+00
  4.6939116E+00  2.5631886E+00
  4.6940050E+00  2.5752716E+00
  4.6940989E+00  2.5419800E+00
  4.6941929E+00  2.5698173E+00
  4.6942868E+00  2.5505893E+00
  4.6943808E+00  2.5756760E+00
  4.6944747E+00  2.6139648E+00
  4.6945686E+00  2.6101041E+00
  4.6946626E+00  2.6137009E+00
  4.6947565E+00  2.5941570E+00
  4.6948504E+00  2.5738664E+00
  4.6949439E+00  2.6266594E+00
  4.6950378E+00  2.6643450E+00
  4.6951318E+00           -NaN
  4.6952257E+00           -NaN
  4.6953197E+00           -NaN
  4.6954136E+00           -NaN
  4.6955075E+00           -NaN
  4.6956015E+00           -NaN
  4.6956954E+00  2.6059530E+00
  4.6957893E+00  2.5893300E+00
  4.6958833E+00  2.6207039E+00
  4.6959772E+00  2.5764117E+00
  4.6960711E+00  2.5231931E+00
  4.6961651E+00  2.5256777E+00
  4.6962590E+00  2.5619256E+00
  4.6963530E+00  2.5466855E+00
  4.6964469E+00  2.5946748E+00
  4.6965408E+00  2.5330334E+00
  4.6966348E+00  2.5431051E+00
  4.6967287E+00  2.5730112E+00
  4.6968226E+00  2.5662062E+00
  4.6969166E+00  2.5466449E+00
  4.6970105E+00  2.5176950E+00
  4.6971045E+00  2.5301218E+00
  4.6971984E+00  2.5479977E+00
  4.6972923E+00  2.5481076E+00
  4.6973863E+00  2.5383885E+00
  4.6974802E+00  2.5608482E+00
  4.6975741E+00  2.5543470E+00
  4.6976681E+00  2.5646620E+00
  4.6977620E+00  2.5624421E+00
  4.6978559E+00  2.5628285E+00
  4.6979499E+00  2.5736895E+00
  4.6980438E+00  2.5664678E+00
  4.6981378E+00  2.6176054E+00
  4.6982317E+00  2.6267529E+00
  4.6983256E+00  2.6345384E+00
  4.6984196E+00  2.6877682E+00
  4.6985135E+00  2.7576241E+00
  4.6986074E+00  2.8060498E+00
  4.6987014E+00  2.8696463E+00
  4.6987953E+00  2.8941441E+00
  4.6988893E+00  2.8747842E+00
  4.6989837E+00  2.9272637E+00
  4.6990776E+00  3.0224800E+00
  4.6991715E+00  3.1545179E+00
  4.6992655E+00  3.3787384E+00
  4.6993594E+00  3.4575288E+00
  4.6994534E+00           -NaN
  4.6995473E+00           -NaN
  4.6996412E+00           -NaN
  4.6997352E+00           -NaN
  4.6998296E+00  3.3187199E+00
  4.6999235E+00  3.3445096E+00
  4.7000175E+00  3.3110380E+00
  4.7001114E+00  3.1614161E+00
  4.7002053E+00  3.0270867E+00
  4.7002993E+00  2.9162564E+00
  4.7003932E+00  2.8156416E+00
  4.7004871E+00  2.7216933E+00
  4.7005816E+00  2.6584468E+00
  4.7006755E+00  2.6462595E+00
  4.7007694E+00  2.6188807E+00
  4.7008634E+00  2.5935838E+00
  4.7009573E+00  2.6056762E+00
  4.7010512E+00  2.5865803E+00
  4.7011456E+00  2.5598228E+00
  4.7012396E+00  2.5392687E+00
  4.7013335E+00  2.5309842E+00
  4.7014275E+00  2.5351789E+00
  4.7015214E+00  2.5129685E+00
  4.7016158E+00  2.4771459E+00
  4.7017097E+00  2.4974217E+00
  4.7018037E+00  2.5138402E+00
  4.7018976E+00  2.4918504E+00
  4.7019916E+00  2.5218725E+00
  4.7020860E+00  2.5386367E+00
  4.7021799E+00  2.4921095E+00
  4.7022738E+00  2.5071235E+00
  4.7023678E+00  2.5029991E+00
  4.7024622E+00  2.5362644E+00
  4.7025561E+00  2.5358205E+00
  4.7026501E+00  2.5302088E+00
  4.7027440E+00  2.5511668E+00
  4.7028379E+00  2.5006821E+00
  4.7029324E+00  2.5026417E+00
  4.7030263E+00  2.5132756E+00
  4.7031202E+00  2.5527506E+00
  4.7032142E+00  2.4627481E+00
  4.7033086E+00  2.4826210E+00
  4.7034025E+00  2.5297065E+00
  4.7034965E+00  2.4957554E+00
  4.7035909E+00  2.4780695E+00
  4.7036848E+00  2.4920807E+00
  4.7037787E+00  2.4922090E+00
  4.7038727E+00  2.4886034E+00
  4.7039671E+00  2.4897623E+00
  4.7040610E+00  2.4896870E+00
  4.7041550E+00  2.5148244E+00
  4.7042494E+00  2.5090573E+00
  4.7043433E+00  2.5180519E+00
  4.7044373E+00  2.5487843E+00
  4.7045317E+00  2.5226200E+00
  4.7046256E+00  2.4560606E+00
  4.7047195E+00  2.4692621E+00
  4.7048140E+00  2.4632633E+00
  4.7049079E+00  2.4963307E+00
  4.7050018E+00  2.4813330E+00
  4.7050962E+00  2.4433000E+00
  4.7051902E+00  2.5022726E+00
  4.7052841E+00           -NaN
  4.7053785E+00  2.4954362E+00
  4.7054725E+00  2.4728973E+00
  4.7055664E+00  2.4678972E+00
  4.7056608E+00           -NaN
  4.7057548E+00           -NaN
  4.7058487E+00           -NaN
  4.7059431E+00  2.4599330E+00
  4.7060370E+00  2.4789834E+00
  4.7061315E+00  2.5012519E+00
  4.7062254E+00  2.5274444E+00
  4.7063193E+00  2.5617089E+00
  4.7064137E+00  2.5584137E+00
  4.7065077E+00  2.5909305E+00
  4.7066021E+00  2.6066515E+00
  4.7066960E+00  2.6265969E+00
  4.7067900E+00  2.6317136E+00
  4.7068844E+00  2.6595337E+00
  4.7069783E+00  2.6623588E+00
  4.7070727E+00           -NaN
  4.7071667E+00           -NaN
  4.7072611E+00           -NaN
  4.7073550E+00           -NaN
  4.7074490E+00  2.7975028E+00
  4.7075434E+00  2.8314950E+00
  4.7076373E+00  2.8717823E+00
  4.7077317E+00  2.8725567E+00
  4.7078257E+00  2.9199245E+00
  4.7079201E+00  3.0755467E+00
  4.7080140E+00  3.2344904E+00
  4.7081084E+00  3.4514477E+00
  4.7082024E+00  3.6171231E+00
  4.7082968E+00           -NaN
  4.7083907E+00           -NaN
  4.7084851E+00           -NaN
  4.7085791E+00           -NaN
  4.7086735E+00  3.4615269E+00
  4.7087674E+00  3.4239831E+00
  4.7088618E+00  3.3349788E+00
  4.7089558E+00  3.1655459E+00
  4.7090502E+00  3.0493734E+00
  4.7091441E+00  2.9731274E+00
  4.7092385E+00  2.8059297E+00
  4.7093325E+00  2.6417263E+00
  4.7094269E+00  2.6279390E+00
  4.7095208E+00  2.6213105E+00
  4.7096152E+00  2.6095304E+00
  4.7097092E+00  2.6373582E+00
  4.7098036E+00  2.6200974E+00
  4.7098975E+00  2.5472939E+00
  4.7099919E+00  2.5275071E+00
  4.7100859E+00  2.5800209E+00
  4.7101803E+00  2.5162647E+00
  4.7102742E+00  2.5183246E+00
  4.7103686E+00  2.5542414E+00
  4.7104630E+00  2.6047518E+00
  4.7105570E+00  2.5749257E+00
  4.7106514E+00  2.5330603E+00
  4.7107453E+00  2.5172999E+00
  4.7108397E+00  2.4862697E+00
  4.7109342E+00  2.5323091E+00
  4.7110281E+00  2.4922767E+00
  4.7111225E+00  2.4796243E+00
  4.7112164E+00  2.4536273E+00
  4.7113109E+00  2.5142994E+00
  4.7114053E+00  2.5425382E+00
  4.7114992E+00  2.5048223E+00
  4.7115936E+00  2.4986956E+00
  4.7116876E+00  2.5416498E+00
  4.7117820E+00  2.5403779E+00
  4.7118764E+00  2.4876158E+00
  4.7119703E+00  2.5036690E+00
  4.7120647E+00  2.5404227E+00
  4.7121592E+00  2.5052989E+00
  4.7122531E+00  2.5192196E+00
  4.7123475E+00  2.5241191E+00
  4.7124414E+00  2.5380614E+00
  4.7125359E+00  2.4927337E+00
  4.7126303E+00  2.5166485E+00
  4.7127242E+00  2.4783721E+00
  4.7128186E+00  2.4763801E+00
  4.7129130E+00  2.4983585E+00
  4.7130070E+00  2.4658396E+00
  4.7131014E+00  2.4780264E+00
  4.7131958E+00  2.4639893E+00
  4.7132897E+00  2.4955702E+00
  4.7133842E+00  2.4991672E+00
  4.7134786E+00  2.5061355E+00
  4.7135730E+00  2.5046966E+00
  4.7136669E+00  2.5205543E+00
  4.7137613E+00           -NaN
  4.7138557E+00           -NaN
  4.7139497E+00           -NaN
  4.7140441E+00  2.4921999E+00
  4.7141385E+00  2.4658332E+00
  4.7142329E+00  2.5099702E+00
  4.7143269E+00  2.5392649E+00
  4.7144213E+00  2.5728402E+00
  4.7145157E+00  2.5589085E+00
  4.7146096E+00  2.5459790E+00
  4.7147040E+00  2.5591369E+00
  4.7147985E+00  2.5276127E+00
  4.7148929E+00  2.5687973E+00
  4.7149868E+00  2.5388141E+00
  4.7150812E+00  2.5490251E+00
  4.7151756E+00  2.5799696E+00
  4.7152700E+00  2.5112212E+00
  4.7153645E+00  2.5187342E+00
